,id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,content,words,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,dominant_topic
387,4606225608610577,K2BXiA80h,2677615721,种草小君君,"#青桔单车#青桔单车60天骑行卡2个月全国通用填注册手机号直充到账【原价】20元【券后】15元#青桔单车,好骑好看好安全#青桔单车60天骑行卡2个月全国通用填注册手机号直充到账",,,,"青桔单车,青桔单车,好骑好看好安全",0,1,0,2021-02-19 08:07,Android,['https://wx4.sinaimg.cn/large/9f992c69gy1gnsitdhry3j208c08c74l.jpg'],,,青桔单车青桔单车天骑行卡个月全国通用填注册手机号直充到账原价元券后元青桔单车好骑好看好安全青桔单车天骑行卡个月全国通用填注册手机号直充到账,"['青桔', '单车', '青桔', '单车', '骑行', '卡个', '全国', '通用', '注册', '手机号', '直充', '原价', '元券', '后元', '青桔', '单车', '好看', '青桔', '单车', '骑行', '卡个', '全国', '通用', '注册', '手机号', '直充']",0.6758,0.0302,0.0301,0.0301,0.1437,0.0301,0.0301,0.0301,0
388,4606219043998549,K2BMIgMcJ,2033466982,左岸烟沙,#青桔单车#青桔单车60天骑行卡2个月全国通用填注册手机号直充到账面值：50元券后：15元#青桔单车骑行卡#青桔单车60天骑行卡2个月全国通用填注册手机号直充到账,,,,"青桔单车,青桔单车骑行卡",0,0,0,2021-02-19 07:41,左岸烟沙的小店,['https://wx3.sinaimg.cn/large/79343e66gy1gnsi28fet7j208c08c74l.jpg'],,,青桔单车青桔单车天骑行卡个月全国通用填注册手机号直充到账面值元券后元青桔单车骑行卡青桔单车天骑行卡个月全国通用填注册手机号直充到账,"['青桔', '单车', '青桔', '单车', '骑行', '卡个', '全国', '通用', '注册', '手机号', '直充', '账面', '值元券', '后元', '青桔', '单车', '骑行', '卡青桔', '单车', '骑行', '卡个', '全国', '通用', '注册', '手机号', '直充']",0.7918,0.0298,0.0297,0.0297,0.0298,0.0297,0.0297,0.0297,0
389,4605865234009044,K2sA3gOW0,2033466982,左岸烟沙,#青桔单车#青桔单车60天骑行卡2个月全国通用填注册手机号直充到账面值：50元券后：15元青桔单车60天骑行卡2个月全国通用填注册手机号直充到账,,,,青桔单车,0,0,0,2021-02-18 08:15,左岸烟沙的小店,['https://wx3.sinaimg.cn/large/79343e66gy1gnrdfdthvfj208c08c74l.jpg'],,,青桔单车青桔单车天骑行卡个月全国通用填注册手机号直充到账面值元券后元青桔单车天骑行卡个月全国通用填注册手机号直充到账,"['青桔', '单车', '青桔', '单车', '骑行', '卡个', '全国', '通用', '注册', '手机号', '直充', '账面', '值元券', '后元', '青桔', '单车', '骑行', '卡个', '全国', '通用', '注册', '手机号', '直充']",0.7832,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0
390,4605555026439044,K2kvIr15y,2033466982,左岸烟沙,#青桔单车#青桔单车60天骑行卡2个月全国通用填注册手机号直充到账面值：50元券后：15元青桔单车60天骑行卡2个月全国通用填注册手机号直充到账,,,,青桔单车,0,1,0,2021-02-17 11:42,左岸烟沙的小店,['https://wx2.sinaimg.cn/large/79343e66gy1gnqdstklvfj208c08c74l.jpg'],,,青桔单车青桔单车天骑行卡个月全国通用填注册手机号直充到账面值元券后元青桔单车天骑行卡个月全国通用填注册手机号直充到账,"['青桔', '单车', '青桔', '单车', '骑行', '卡个', '全国', '通用', '注册', '手机号', '直充', '账面', '值元券', '后元', '青桔', '单车', '骑行', '卡个', '全国', '通用', '注册', '手机号', '直充']",0.7832,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0
391,4604786995368010,K20wXmwsO,2033466982,左岸烟沙,#青桔单车#青桔单车60天骑行卡2个月全国通用填注册手机号直充到账面值：50元券后：15元青桔单车60天骑行卡2个月全国通用填注册手机号直充到账,,,,青桔单车,0,0,0,2021-02-15 08:50,左岸烟沙的小店,['https://wx3.sinaimg.cn/large/79343e66gy1gnnxld5kmzj208c08c74l.jpg'],,,青桔单车青桔单车天骑行卡个月全国通用填注册手机号直充到账面值元券后元青桔单车天骑行卡个月全国通用填注册手机号直充到账,"['青桔', '单车', '青桔', '单车', '骑行', '卡个', '全国', '通用', '注册', '手机号', '直充', '账面', '值元券', '后元', '青桔', '单车', '骑行', '卡个', '全国', '通用', '注册', '手机号', '直充']",0.7832,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0
392,4604542820556369,K1Ub82kJH,2033466982,左岸烟沙,#青桔单车#青桔单车60天骑行卡2个月全国通用填注册手机号直充到账面值：50元券后：15元青桔单车60天骑行卡2个月全国通用填注册手机号直充到账,,,,青桔单车,0,0,1,2021-02-14 16:40,左岸烟沙的小店,['https://wx4.sinaimg.cn/large/79343e66gy1gnn5jtcgqjj208c08c74l.jpg'],,,青桔单车青桔单车天骑行卡个月全国通用填注册手机号直充到账面值元券后元青桔单车天骑行卡个月全国通用填注册手机号直充到账,"['青桔', '单车', '青桔', '单车', '骑行', '卡个', '全国', '通用', '注册', '手机号', '直充', '账面', '值元券', '后元', '青桔', '单车', '骑行', '卡个', '全国', '通用', '注册', '手机号', '直充']",0.7832,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0
393,4602410620161807,K10I60G5N,7255261448,熬夜不秃头追星不费钱,#青桔单车#真就想说，青桔怎么还不破产？一动没动的车，手机开了锁，车锁开不开，一米没动的车，说我停在非运营区，真是脑残了吧。连扫三辆车，没有一辆能扫得开。跟我说我手机蓝牙问题，说我位置问题，我手机问题。手机买了一个月，重启以后也扫过没一点屁用，承认自己的问题这么难？无语了，赶紧破产好了@青桔骑行官方微博,,,青桔骑行官方微博,青桔单车,0,1,0,2021-02-08 19:27,Redmi K30 5G先锋,"['https://wx2.sinaimg.cn/large/007V0kVWly1gngcli82l9j30u01uogs2.jpg', 'https://wx2.sinaimg.cn/large/007V0kVWly1gngcliq1l5j30u01uo7ae.jpg']",,,青桔单车真就想说青桔怎么还不破产一动没动的车手机开了锁车锁开不开一米没动的车说我停在非运营区真是脑残了吧连扫三辆车没有一辆能扫得开跟我说我手机蓝牙问题说我位置问题我手机问题手机买了一个月重启以后也扫过没一点屁用承认自己的问题这么难无语了赶紧破产好了青桔骑行官方微博,"['青桔', '单车', '青桔', '破产', '一动', '没动', '手机', '车锁', '开不开', '一米', '没动', '运营', '脑残', '三辆', '一辆', '手机', '蓝牙', '位置', '手机', '手机', '一个月', '重启', '扫过', '屁用', '承认', '难无语', '赶紧', '破产', '青桔', '骑行', '官方', '微博']",0.0277,0.0276,0.0276,0.0276,0.8068,0.0276,0.0276,0.0276,4
394,4602238880187939,K0Wf60MTh,6502153203,玛黛拉·Echo,共享自行车这么多，停车区这么小，大家为了能扣上锁什么招数都使了。#青桔单车##青桔#,,北京·学清路,,"青桔单车,青桔",0,2,0,2021-02-08 08:05,iPhone客户端,['https://wx4.sinaimg.cn/large/00762n4Lly1gnfsw2mip2j32lw1yfqv8.jpg'],,,共享自行车这么多停车区这么小大家为了能扣上锁什么招数都使了青桔单车青桔,"['共享', '自行车', '停车', '能扣', '上锁', '招数', '青桔', '单车', '青桔']",0.0433,0.6982,0.0431,0.0431,0.0431,0.0431,0.0431,0.0431,1
395,4598092408039015,JF9PyxJjx,5032438864,Se文-,#青桔单车#广州市番禺区员岗图南球场这边之前一直可以停小绿的，今天停车后突然提醒不在停车区，需要调度费，无语了，然而我这边一个停车区都没有。难道我回家后还骑车回去停车区停车再走回去？？？@青桔单车,,,青桔单车,青桔单车,0,2,0,2021-01-27 21:28,小米8周年旗舰手机,,,,青桔单车广州市番禺区员岗图南球场这边之前一直可以停小绿的今天停车后突然提醒不在停车区需要调度费无语了然而我这边一个停车区都没有难道我回家后还骑车回去停车区停车再走回去青桔单车,"['青桔', '单车', '广州市', '番禺区', '员岗', '图南', '球场', '停小绿', '停车', '提醒', '停车', '调度', '费无语', '停车', '回家', '骑车', '回去', '停车', '停车', '回去', '青桔', '单车']",0.7354,0.0379,0.0378,0.0378,0.0378,0.0378,0.0378,0.0379,0
396,4596590515597841,JEwL9nufL,2312015133,IN在西咸,#青桔单车#@青桔骑行官方微博这辆车无法关锁，请处理！,,咸阳,青桔骑行官方微博,青桔单车,0,5,0,2021-01-23 18:00,iQOO Z1x 5G流畅先锋,"['https://wx2.sinaimg.cn/large/89ce8d1dly1gmxs8bl8ntj21e8334nom.jpg', 'https://wx2.sinaimg.cn/large/89ce8d1dly1gmxs8c3migj21e83341kx.jpg']",,,青桔单车青桔骑行官方微博这辆车无法关锁请处理,"['青桔', '单车', '青桔', '骑行', '官方', '微博', '这辆', '关锁']",0.7173,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0
397,4595711025091400,JE9SClmvm,5750282023,张雯儿official,#青桔单车#青桔绝对是我骑过最难骑的单车🚲没有之一，比带着一个200多斤的胖子还要难骑！！！,,,,青桔单车,0,3,0,2021-01-21 07:45,iPhone客户端,,,,青桔单车青桔绝对是我骑过最难骑的单车没有之一比带着一个多斤的胖子还要难骑,"['青桔', '单车', '青桔', '骑过', '最难', '单车', '比带', '多斤', '胖子', '难骑']",0.0459,0.6789,0.0459,0.0459,0.0459,0.0459,0.0459,0.0459,1
398,4595453771120765,JE3bH4HyR,5536153430,爱吃水果的黑猩猩,#青桔单车难骑##青桔单车#青桔单车真的太难骑了！费力！还蹬不动！！还车还卡半天都还不了！车椅子坐着往下滑根本坐不住！还搞得美团的车全不见了…@青桔骑行官方微博@美团单车出来抢生意,,,"青桔骑行官方微博,美团单车","青桔单车难骑,青桔单车",0,6,2,2021-01-20 14:43,微博客户端,,,,青桔单车难骑青桔单车青桔单车真的太难骑了费力还蹬不动还车还卡半天都还不了车椅子坐着往下滑根本坐不住还搞得美团的车全不见了青桔骑行官方微博美团单车出来抢生意,"['青桔', '单车', '难骑', '青桔', '单车', '青桔', '单车', '真的', '太难', '费力', '不动', '半天', '椅子', '下滑', '坐不住', '美团', '车全', '不见', '青桔', '骑行', '官方', '微博美团', '单车', '抢生意']",0.7903,0.03,0.0299,0.03,0.0299,0.0299,0.03,0.03,0
399,4595293972857200,JDZ1XbZhS,1912838787,万般不该我存在,#青桔单车#青桔单车是废了吗？大晚上下班一台车都扫不开什么车越来越破了，倒闭了是不是害得我晚上走路回家，气死人,,,,青桔单车,0,3,1,2021-01-20 04:08,iPhone客户端,,,,青桔单车青桔单车是废了吗大晚上下班一台车都扫不开什么车越来越破了倒闭了是不是害得我晚上走路回家气死人,"['青桔', '单车', '青桔', '单车', '晚上', '下班', '一台', '扫不开', '越来越', '倒闭', '害得', '晚上', '走路', '回家', '气死人']",0.0344,0.0341,0.0341,0.0341,0.0342,0.761,0.0341,0.0341,5
400,4594723584741970,JDKbYjTBo,5974389333,草莓精ya,真的想吐槽哈喽单车，不仅车费比别的车子贵，而且很多地点不能停，按照以前，我会骑青桔，今天没找到，第一次骑了哈喽，结果到了地铁口，不能停，我又返回最近🉐停车点，现在上班迟到了#哈喽单车##青桔单车#,,,,"哈喽单车,青桔单车",0,6,4,2021-01-18 14:22,iPhone客户端,,,,真的想吐槽哈喽单车不仅车费比别的车子贵而且很多地点不能停按照以前我会骑青桔今天没找到第一次骑了哈喽结果到了地铁口不能停我又返回最近停车点现在上班迟到了哈喽单车青桔单车,"['真的', '想吐槽', '单车', '车费', '车子', '地点', '我会', '骑青桔', '找到', '第一次', '地铁口', '返回', '停车', '上班', '迟到', '单车', '青桔', '单车']",0.027,0.0269,0.027,0.0269,0.027,0.8112,0.027,0.0269,5
401,4594645697038767,JDIaltx6v,1869230290,宇宙超级无敌美少女就是我哈哈哈,#青桔单车#青桔单车真是太难骑了我都要骑吐了骑两公里跟跑马拉松一张,,杭州·仓前,,青桔单车,0,1,0,2021-01-18 09:12,iPhone客户端,,,,青桔单车青桔单车真是太难骑了我都要骑吐了骑两公里跟跑马拉松一张,"['青桔', '单车', '青桔', '单车', '真是太', '难骑', '两公里', '马拉松', '一张']",0.0419,0.0418,0.0418,0.0418,0.0418,0.0418,0.0418,0.7072,7
402,4593198905692535,JD6wOnST5,2058777074,夏眠的小小茧,#青桔单车#青桔单车是真的难骑啊，你以为用刘昊然声音开锁，就能弥补骑车体验感差，尤其踏板就好似秤砣一样吗？！真的恨不得骑过几个凸起的井盖，都一头的汗,,,,青桔单车,0,8,1,2021-01-14 09:23,荣耀V30 PRO 5G,,,,青桔单车青桔单车是真的难骑啊你以为用刘昊然声音开锁就能弥补骑车体验感差尤其踏板就好似秤砣一样吗真的恨不得骑过几个凸起的井盖都一头的汗,"['青桔', '单车', '青桔', '单车', '真的', '难骑', '刘昊然', '声音', '开锁', '弥补', '骑车', '体验', '感差', '踏板', '好似', '秤砣', '真的', '恨不得', '骑过', '几个', '凸起', '井盖', '一头']",0.6646,0.1594,0.0293,0.0293,0.0294,0.0293,0.0293,0.0293,0
403,4591741653746761,JCuCpfIHD,3927304028,不是特别重吧,#青桔单车#难骑，要命。,,,,青桔单车,0,2,0,2021-01-10 08:53,HUAWEI Mate 10,,,,青桔单车难骑要命,"['青桔', '单车', '难骑', '要命']",0.0625,0.0626,0.0625,0.0625,0.0625,0.0625,0.0625,0.5624,7
404,4591139657351778,JCeXruQx4,1688500641,NANA今天见到战战了吗,#青桔单车#恕我直言，它家的单车就是垃圾，骑上仿佛动感单车阻力+50，骑五分钟大腿一天的锻炼量就满了呢,,,,青桔单车,0,0,1,2021-01-08 17:00,HUAWEI Mate 30,['https://wx1.sinaimg.cn/large/64a479a1ly1gmge7ujv3lj20j60ejq3q.jpg'],,,青桔单车恕我直言它家的单车就是垃圾骑上仿佛动感单车阻力骑五分钟大腿一天的锻炼量就满了呢,"['青桔', '单车', '恕我直言', '它家', '单车', '垃圾', '骑上', '仿佛', '动感单车', '阻力', '五分钟', '大腿', '锻炼']",0.0391,0.0389,0.7272,0.039,0.0389,0.039,0.0389,0.039,2
405,4591004834867126,JCbrZkqa2,2712254632,晶晶是个大白猪,#青桔单车#青桔单车也太难骑了把，每天早上十分钟一头汗，求求美团小黄车少画点禁停区域吧@美团,,,美团,青桔单车,0,4,0,2021-01-08 08:05,Android,,,,青桔单车青桔单车也太难骑了把每天早上十分钟一头汗求求美团小黄车少画点禁停区域吧美团,"['青桔', '单车', '青桔', '单车', '太难', '早上', '十分钟', '一头', '求求', '美团', '黄车少', '画点', '禁停', '区域', '美团']",0.7685,0.0331,0.0331,0.0331,0.0331,0.0331,0.0331,0.0331,0
406,4590688752380479,JC3eb9ZgP,3204433242,喂你等一会,#青桔单车#青桔真的太难骑了！！！还投放那么多！打工人本来就很惨，北京大风一起，都不知道是我在骑青桔还是青桔在骑我！！！求求哈喽多投放点车到融泽嘉园…蓝天嘉园吧@哈喽单车,,,哈喽单车,青桔单车,0,4,3,2021-01-07 11:09,红米Redmi,,,,青桔单车青桔真的太难骑了还投放那么多打工人本来就很惨北京大风一起都不知道是我在骑青桔还是青桔在骑我求求哈喽多投放点车到融泽嘉园蓝天嘉园吧哈喽单车,"['青桔', '单车', '青桔', '真的', '太难', '投放', '工人', '本来', '很惨', '北京', '大风', '青桔', '青桔', '求求', '投放', '点车', '融泽嘉园', '蓝天', '嘉园', '单车']",0.0378,0.0377,0.0377,0.0377,0.0378,0.7359,0.0377,0.0377,5
407,4589699803645787,JBDv6fir1,3190813110,煜衎,#青桔单车#真的太难骑了！骑起来又重又累！真的没得美团和哈啰骑起来轻松！再也不得买它的月卡了！咋会有那么难骑的共享单车！垃圾！,,,,青桔单车,0,8,4,2021-01-04 17:39,iPhone XS Max,,,,青桔单车真的太难骑了骑起来又重又累真的没得美团和哈啰骑起来轻松再也不得买它的月卡了咋会有那么难骑的共享单车垃圾,"['青桔', '单车', '真的', '太难', '真的', '没得', '美团', '哈啰', '轻松', '再也', '难骑', '共享', '单车', '垃圾']",0.7841,0.0308,0.0309,0.0308,0.0308,0.0308,0.0308,0.0309,0
408,4589650008344383,JBCcMz0KP,3292400653,毛毛虫是乖娃娃,#青桔单车#今天在不同的街连续开了五辆都有故障你敢信？,,,,青桔单车,0,3,1,2021-01-04 14:21,Redmi K30 Pro 真旗舰,,,,青桔单车今天在不同的街连续开了五辆都有故障你敢信,"['青桔', '单车', '连续', '五辆', '故障']",0.6375,0.0518,0.0518,0.0518,0.0518,0.0518,0.0518,0.0518,0
409,4588112628158438,JAYd8yenI,1594474055,toast1z,#青桔单车#这辈子从未这么无语过太tmd难骑了！！！骑的累死人,,,,青桔单车,0,2,1,2020-12-31 08:32,iPhone客户端,,,,青桔单车这辈子从未这么无语过太难骑了骑的累死人,"['青桔', '单车', '这辈子', '无语', '过太难', '累死']",0.046,0.678,0.046,0.046,0.046,0.046,0.046,0.046,1
410,4587760737854491,JAP3zwXjl,5487292394,-健次没有郎_,这辈子没骑过这么难骑的单车，没这么无语过，开第一辆开了卡住不动，第二辆骑一步花光了我这辈子的运气，差点又迟到了😒#青桔单车#,,,,青桔单车,0,5,0,2020-12-30 09:14,iPhone客户端,['https://wx2.sinaimg.cn/large/005Zm7q2gy1gm5m3v61rnj30gj0fxtal.jpg'],,,这辈子没骑过这么难骑的单车没这么无语过开第一辆开了卡住不动第二辆骑一步花光了我这辈子的运气差点又迟到了青桔单车,"['这辈子', '没骑', '难骑', '单车', '无语', '过开', '第一辆', '卡住', '第二辆', '一步', '花光', '这辈子', '运气', '差点', '迟到', '青桔', '单车']",0.0311,0.7826,0.0311,0.0311,0.0311,0.0311,0.0311,0.0311,1
411,4586804957943580,JAqbZxkug,5659295842,老头子WJ9,太原市太榆路与学府街十字路口西南角共享单车乱象，严重占据人行道，存在安全隐患……长安汽车美团单车#青桔单车#哈啰助力车#交通安全##太原交警##创建全国文明城市#L用户5659295842的微博视频,,太原,,"青桔单车,交通安全,太原交警,创建全国文明城市",0,4,3,2020-12-27 17:56,微博视频号,,"http://f.video.weibocdn.com/GyCBQupTlx07J6xqYVAc01041200gvjI0E010.mp4?label=mp4_720p&template=720x1280.24.0&trans_finger=c3f00996be5378650057cf237d7bfffd&ori=0&ps=1BVp4ysnknHVZu&Expires=1654854733&ssig=teKah%2BJQeD&KID=unistore,video",,太原市太榆路与学府街十字路口西南角共享单车乱象严重占据人行道存在安全隐患长安汽车美团单车青桔单车哈啰助力车交通安全太原交警创建全国文明城市用户的微博视频,"['太原市', '太榆路', '学府', '十字路口', '西南角', '共享', '单车', '乱象', '占据', '人行道', '安全隐患', '长安汽车', '美团', '单车', '青桔', '单车', '哈啰', '助力车', '交通安全', '太原', '交警', '创建', '全国', '文明城市', '用户', '微博', '视频']",0.0264,0.0264,0.8152,0.0264,0.0264,0.0264,0.0264,0.0264,2
412,4586087815582051,JA7xjnq95,2140600160,敲敲任意门,这辈子没这么无语过开锁开半天结果也骑不了一生气踹了一下结果自动锁上了还完美扣费青桔单车可真有你的啊#青桔单车#,,芜湖,,青桔单车,0,2,0,2020-12-25 18:26,Android,"['https://wx3.sinaimg.cn/large/7f96f760ly1gm09y22evpj21r0340x6r.jpg', 'https://wx4.sinaimg.cn/large/7f96f760ly1gm09y2vnanj20u01qgana.jpg', 'https://wx4.sinaimg.cn/large/7f96f760ly1gm09y38h3hj20u01qgn4i.jpg']",,,这辈子没这么无语过开锁开半天结果也骑不了一生气踹了一下结果自动锁上了还完美扣费青桔单车可真有你的啊青桔单车,"['这辈子', '无语', '开锁', '半天', '生气', '自动', '锁上', '完美', '扣费', '青桔', '单车', '可真有', '青桔', '单车']",0.0329,0.5497,0.0328,0.0328,0.0328,0.0328,0.2534,0.0328,1
413,4585735035818156,JzYmjopze,2686673794,大高安银,#青桔单车##滴滴涨价#自从青桔电单车把经营范围做过了江，市场占有率大大升高了，用户数不断增加了，钞票赚的一波波了，于是又开始不满足了，涨价涨得那叫一个狠哪，套餐价格涨了三分之一，单次时长还减了五分钟时长，里外里算下来估摸着涨了没有一半也有也有十分之四吧？果然资本家啊，吸血吸得那是彻彻底底干脆利落快准狠毒,,,,"青桔单车,滴滴涨价",0,2,2,2020-12-24 19:04,荣耀 9X PRO,"['https://wx3.sinaimg.cn/large/a0236382gy1glz5e06ulkj20u01t0q6y.jpg', 'https://wx4.sinaimg.cn/large/a0236382gy1glz5e0s7b4j20u01t0788.jpg']",,,青桔单车滴滴涨价自从青桔电单车把经营范围做过了江市场占有率大大升高了用户数不断增加了钞票赚的一波波了于是又开始不满足了涨价涨得那叫一个狠哪套餐价格涨了三分之一单次时长还减了五分钟时长里外里算下来估摸着涨了没有一半也有也有十分之四吧果然资本家啊吸血吸得那是彻彻底底干脆利落快准狠毒,"['青桔', '单车', '滴滴', '涨价', '青桔', '电单车', '经营范围', '做过', '市场占有率', '升高', '用户数', '增加', '钞票', '波波', '涨价', '涨得', '套餐', '价格', '三分之一', '单次', '时长', '五分钟', '里外里', '算下来', '估摸', '一半', '资本家', '吸血', '吸得', '彻彻底底', '干脆利落', '快准', '狠毒']",0.8044,0.028,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0
414,4585218361000781,JzKUY4clD,5312404330,北看台之盾0714,#青桔单车#真尼玛难骑,,,,青桔单车,0,2,0,2020-12-23 08:51,iPhone客户端,,,,青桔单车真尼玛难骑,"['青桔', '单车', '尼玛', '难骑']",0.0519,0.0519,0.0519,0.0519,0.0519,0.0519,0.0519,0.637,7
415,4585217229328890,JzKT8D8RY,6152768077,安小粥粥粥粥粥,扫三辆车坏三辆车，再开小青桔月卡我是狗#青桔单车#,,,,青桔单车,0,5,0,2020-12-23 08:47,iPhone客户端,['https://wx1.sinaimg.cn/large/006Ioo2Nly1glxi0bn18uj30n00kiabk.jpg'],,,扫三辆车坏三辆车再开小青桔月卡我是狗青桔单车,"['三辆', '车坏', '三辆', '开小青', '青桔', '单车']",0.0529,0.0529,0.053,0.0529,0.6293,0.0529,0.0529,0.053,4
416,4585213047608331,JzKMovVh1,5285731121,珮漩,#青桔单车#为什么小区边上全是青桔，难骑死了，30分钟的路骑了四十分钟差点上班迟到,,,,青桔单车,0,4,1,2020-12-23 08:30,HUAWEI Mate 10,,,,青桔单车为什么小区边上全是青桔难骑死了分钟的路骑了四十分钟差点上班迟到,"['青桔', '单车', '小区', '边上', '全是', '青桔', '分钟', '四十分钟', '差点', '上班', '迟到']",0.0348,0.0349,0.0348,0.0348,0.7563,0.0348,0.0348,0.0348,4
417,4584963444311241,JzEhOi5y9,5397727761,小鹅v,真是对滴滴的自行车无语了昨天下班扫的那辆车md踩都踩不动然后我就使出了我最大的力气去踩好家伙今天就感冒了#青桔单车#,,,,青桔单车,0,3,0,2020-12-22 15:58,iPhone客户端,,,,真是对滴滴的自行车无语了昨天下班扫的那辆车踩都踩不动然后我就使出了我最大的力气去踩好家伙今天就感冒了青桔单车,"['滴滴', '自行车', '无语', '昨天', '下班', '那辆车', '不动', '使出', '力气', '好家伙', '感冒', '青桔', '单车']",0.0319,0.7769,0.0319,0.0319,0.0319,0.0319,0.0319,0.0319,1
418,4583764149671608,Jz95sEA1G,5379731724,野风吹的,#哈啰单车##哈啰出行#什么东东规定停车位，我明明放但p停车位了，一直锁不住，本来骑车为了方便我，现在磨我好几分钟，放到规定位置还弹开，我真服气了#青桔单车#还有灯市口地铁口能不能弄个停车位，都不知道停哪里,,北京·王府世纪大厦,,"哈啰单车,哈啰出行,青桔单车",0,2,2,2020-12-19 08:33,iPhone客户端,,,,哈啰单车哈啰出行什么东东规定停车位我明明放但停车位了一直锁不住本来骑车为了方便我现在磨我好几分钟放到规定位置还弹开我真服气了青桔单车还有灯市口地铁口能不能弄个停车位都不知道停哪里,"['哈啰', '单车', '哈啰', '出行', '东东', '停车位', '明明', '停车位', '锁不住', '本来', '骑车', '好几分钟', '放到', '位置', '弹开', '服气', '青桔', '单车', '灯市口', '地铁口', '弄个', '停车位']",0.503,0.033,0.1463,0.033,0.1857,0.033,0.033,0.033,0
419,4583058911793107,JyQJZ7wt5,7437102753,丐帮设计,#那些年骑过的共享单车#共享单车的出现很大方面方便了我们出行，单也有过揪心，说说那些年你骑过的共享单车？#摩拜单车##ofo##青桔单车##小蓝单车##美团单车##哈啰单车#,,,,"那些年骑过的共享单车,摩拜单车,ofo,青桔单车,小蓝单车,美团单车,哈啰单车",0,1,2,2020-12-17 09:50,微博 weibo.com,"['https://wx4.sinaimg.cn/large/0087jkadly1glqm1u89cqj30jg0cyq4s.jpg', 'https://wx1.sinaimg.cn/large/0087jkadly1glqm1u4jqyj30p00gogob.jpg', 'https://wx4.sinaimg.cn/large/0087jkadly1glqm46tpvnj312w0o10vw.jpg', 'https://wx2.sinaimg.cn/large/0087jkadly1glqm1tz5x2j30ka0cignx.jpg', 'https://wx4.sinaimg.cn/large/0087jkadly1glqm1u0nfdj30nq0hs0wf.jpg', 'https://wx4.sinaimg.cn/large/0087jkadly1glqm1ty9gjj30hs0bu0t2.jpg', 'https://wx1.sinaimg.cn/large/0087jkadly1glqm1tzs0rj30p00goq61.jpg', 'https://wx2.sinaimg.cn/large/0087jkadly1glqm1u42l2j30ku0dvgmp.jpg', 'https://wx4.sinaimg.cn/large/0087jkadly1glqm1ahfdxj30fo09mt97.jpg']",,,那些年骑过的共享单车共享单车的出现很大方面方便了我们出行单也有过揪心说说那些年你骑过的共享单车摩拜单车青桔单车小蓝单车美团单车哈啰单车,"['骑过', '共享', '单车', '共享', '单车', '很大', '出行', '揪心', '骑过', '共享', '单车', '摩拜', '单车', '青桔', '单车', '小蓝', '单车', '美团', '单车', '哈啰', '单车']",0.0367,0.0368,0.7431,0.0367,0.0367,0.0367,0.0367,0.0367,2
420,4582686516055005,JyH3lppbn,2943678725,郭德纲上海分纲,觉得早起冷吗？跑起来就不冷了#青桔单车#开了个寂寞卡，走多一半路到公交站才找到车。。,,,,青桔单车,0,3,0,2020-12-16 09:11,微博 weibo.com,['https://wx2.sinaimg.cn/large/af74f905ly1glpfdz7q9fj20u01t0dnn.jpg'],,,觉得早起冷吗跑起来就不冷了青桔单车开了个寂寞卡走多一半路到公交站才找到车,"['早起', '青桔', '单车', '开了个', '寂寞', '一半路', '公交站', '找到']",0.0462,0.0462,0.0462,0.0462,0.0462,0.0462,0.0462,0.6766,7
421,4581846832123606,Jyld18UrI,2707952123,Arrrome,#青桔单车#终于有了，nice，毕竟乡下地方,,,,青桔单车,0,0,0,2020-12-14 01:34,iPhone客户端,['https://wx3.sinaimg.cn/large/a16811fbgy1glmqya6lvoj20k00j7gnx.jpg'],,,青桔单车终于有了毕竟乡下地方,"['青桔', '单车', '终于', '乡下', '地方']",0.3734,0.0521,0.3146,0.052,0.0521,0.052,0.052,0.052,0
422,4581703350489836,JyhtB23qA,3302764781,北漂的洣,#哈啰单车##青桔单车#都年底了，你们不冲一下业绩嘛？月卡越来越贵了,,成都,,"哈啰单车,青桔单车",0,3,0,2020-12-13 16:04,小米9,,,,哈啰单车青桔单车都年底了你们不冲一下业绩嘛月卡越来越贵了,"['哈啰', '单车', '青桔', '单车', '年底', '不冲', '业绩', '越来越']",0.0423,0.0423,0.0424,0.0422,0.0423,0.0422,0.0422,0.704,7
423,4580487341280881,JxLQi5ndn,5590559350,零下三十六度_,#青桔单车#这几天怎么回事，以前天天停车的地方，这两天怎么就违停区域了？真的过分@滴滴出行,,北京·陶然亭(地铁站),滴滴出行,青桔单车,0,7,1,2020-12-10 07:32,HUAWEI Mate 30 5G,,,,青桔单车这几天怎么回事以前天天停车的地方这两天怎么就违停区域了真的过分滴滴出行,"['青桔', '单车', '几天', '怎么回事', '天天', '停车', '地方', '两天', '违停', '区域', '真的', '过分', '滴滴', '出行']",0.7918,0.0297,0.0298,0.0297,0.0297,0.0297,0.0297,0.0298,0
